Date,Price,Open,High,Low,Vol.,Change %
02/11/2025,2.5146,2.4546,2.5213,2.4479,72.69K,2.60%
02/10/2025,2.4509,2.4367,2.4714,2.4327,66.37K,0.83%
02/07/2025,2.4308,2.4051,2.4377,2.3987,63.67K,1.37%
02/06/2025,2.398,2.3822,2.4086,2.3669,59.82K,0.58%
02/05/2025,2.3842,2.4369,2.4441,2.3809,63.34K,-1.88%
02/04/2025,2.4298,2.425,2.4524,2.3792,74.64K,-1.35%
02/03/2025,2.4631,2.4665,2.5048,2.4038,116.36K,-0.86%
01/31/2025,2.4845,2.4991,2.5047,2.437,5.99K,0.37%
01/30/2025,2.4754,2.4591,2.4999,2.4306,22.50K,0.87%
01/29/2025,2.454,2.4491,2.4705,2.426,18.30K,0.16%
01/28/2025,2.4501,2.4618,2.4913,2.4295,25.73K,-0.40%
01/27/2025,2.46,2.5065,2.5075,2.4188,27.13K,0.49%
01/24/2025,2.448,2.4202,2.4594,2.4134,83.30K,1.02%
01/23/2025,2.4234,2.4214,2.4499,2.3995,89.24K,-0.16%
01/22/2025,2.4272,2.4875,2.5067,2.4167,105.93K,-2.26%
01/21/2025,2.4832,2.5692,2.5896,2.4658,151.66K,-5.26%
01/17/2025,2.621,2.6175,2.643,2.5795,62.94K,0.15%
01/16/2025,2.6172,2.6305,2.6451,2.585,65.16K,1.84%
01/15/2025,2.5699,2.5219,2.5886,2.5011,77.40K,2.85%
01/14/2025,2.4987,2.5101,2.5186,2.4767,71.46K,-0.37%
01/13/2025,2.5081,2.4775,2.5539,2.4775,83.72K,1.30%
01/10/2025,2.4759,2.3722,2.4897,2.3626,93.20K,5.00%
01/09/2025,2.358,2.3345,2.3769,2.3226,70.78K,1.10%
01/08/2025,2.3323,2.3526,2.3647,2.3143,53.24K,-0.70%
01/07/2025,2.3487,2.3356,2.3565,2.3237,46.55K,0.57%
01/06/2025,2.3353,2.3365,2.3737,2.3215,51.43K,0.21%
01/03/2025,2.3303,2.335,2.3475,2.3159,47.46K,-0.12%
01/02/2025,2.3331,2.2988,2.3502,2.2881,45.62K,0.72%
12/31/2024,2.3164,2.3041,2.333,2.2892,54.43K,0.66%
12/30/2024,2.3012,2.2453,2.3218,2.2446,87.69K,2.28%
12/27/2024,2.2499,2.2112,2.2615,2.2035,59.31K,1.80%
12/26/2024,2.2102,2.2342,2.2531,2.2014,44.23K,-0.72%
12/24/2024,2.2262,2.2417,2.2538,2.2215,45.43K,-0.18%
12/23/2024,2.2303,2.2391,2.2656,2.2164,60.15K,-0.27%
12/20/2024,2.2364,2.2356,2.2455,2.2047,58.26K,-0.23%
12/19/2024,2.2416,2.2472,2.2742,2.2332,50.22K,-0.74%
12/18/2024,2.2584,2.2369,2.2797,2.2314,68.62K,1.16%
12/17/2024,2.2324,2.2637,2.2695,2.2119,52.13K,-1.51%
12/16/2024,2.2666,2.2755,2.2779,2.2547,48.92K,-0.31%
12/13/2024,2.2736,2.2412,2.2793,2.2382,44.18K,1.39%
12/12/2024,2.2424,2.2343,2.2511,2.2068,41.67K,0.58%
12/11/2024,2.2295,2.1883,2.2375,2.1869,48.86K,1.69%
12/10/2024,2.1924,2.1824,2.2097,2.1724,42.58K,0.20%
